block,task_family,task,setting,seed,variant,variant_family,train_objective,decode_mode,parameters_from,rule_id,same_split,same_seed,same_rule,same_label_alphabet,labeled_size,unlabeled_size,dev_size,epochs,lr,lambda,weight,tau,eta,rule_feature_weight,pr_tau,pr_eta,p_event,illegal_mass,low_p_event_rate,unconstrained_legal_rate,constrained_legal_rate,char_accuracy,constrained_char_accuracy,exact_sequence_accuracy,constrained_exact_sequence_accuracy,nll,hidden_conflict_count,hidden_conflict_rate,fairness_flags,claim_use,notes
semi_real_main,semi_real_field,amount,labeled25_unlabeled100,1,B5_rule_feature_0.8,B5,rule_feature,unconstrained,,$DD.DD,true,true,true,true,25,100,300,5,0.08,,0.8,,,0.8,,,0.8572047968705495,0.1427952031294505,0.0,0.9933333333333333,1.0,0.8327777777777777,0.8327777777777777,0.26,0.26,0.5908820504612393,,0.0,warn_b1_b3_not_independent_rows;warn_local_style_baseline,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
semi_real_main,semi_real_field,amount,labeled25_unlabeled100,1,B6_pr_style_tau0.8,B6,pr_style,unconstrained,,$DD.DD,true,true,true,true,25,100,300,5,0.08,,,0.8,1.0,,0.8,1.0,0.8765444439649582,0.12345555603504177,0.0,0.9933333333333333,1.0,0.835,0.8355555555555556,0.2633333333333333,0.2633333333333333,0.5640136331982083,,0.0,warn_b1_b3_not_independent_rows;warn_local_style_baseline,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled5_unlabeled100,0,B0_unconstrained,B0,crf_nll,unconstrained,,LL-DDD,true,true,true,true,5,100,250,5,0.08,,,,,,,,0.25621137204766276,0.7437886279523372,0.992,0.944,1.0,0.43933333333333335,0.446,0.004,0.004,2.3950500179926553,,0.992,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled5_unlabeled100,0,B4_semi_event_0.1,B4,semi_event,unconstrained,,LL-DDD,true,true,true,true,5,100,250,5,0.08,0.1,,,,,,,0.9592620861530304,0.040737913846969565,0.0,1.0,1.0,0.4533333333333333,0.4533333333333333,0.004,0.004,2.7678196697235107,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled5_unlabeled100,1,B0_unconstrained,B0,crf_nll,unconstrained,,LL-DDD,true,true,true,true,5,100,250,5,0.08,,,,,,,,0.2076606480255723,0.7923393519744277,1.0,0.84,1.0,0.386,0.39266666666666666,0.0,0.0,2.436282938639323,,1.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled5_unlabeled100,1,B4_semi_event_0.1,B4,semi_event,unconstrained,,LL-DDD,true,true,true,true,5,100,250,5,0.08,0.1,,,,,,,0.9680271770954132,0.031972822904586806,0.0,1.0,1.0,0.4146666666666667,0.4146666666666667,0.0,0.0,2.917472915649414,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled5_unlabeled100,0,B0_unconstrained,B0,crf_nll,unconstrained,,$DD.DD,true,true,true,true,5,100,250,5,0.08,,,,,,,,0.2734982442855835,0.7265017557144164,0.992,0.752,1.0,0.578,0.5813333333333334,0.004,0.004,1.7480953645706176,,0.992,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled5_unlabeled100,0,B4_semi_event_0.1,B4,semi_event,unconstrained,,$DD.DD,true,true,true,true,5,100,250,5,0.08,0.1,,,,,,,0.9604741151332855,0.03952588486671449,0.0,1.0,1.0,0.554,0.554,0.012,0.012,1.9991723244984945,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled5_unlabeled100,1,B0_unconstrained,B0,crf_nll,unconstrained,,$DD.DD,true,true,true,true,5,100,250,5,0.08,,,,,,,,0.29642325049638746,0.7035767495036125,0.984,0.952,1.0,0.574,0.5726666666666667,0.0,0.0,1.8248768548965455,,0.984,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled5_unlabeled100,1,B4_semi_event_0.1,B4,semi_event,unconstrained,,$DD.DD,true,true,true,true,5,100,250,5,0.08,0.1,,,,,,,0.9515327639579773,0.04846723604202274,0.0,0.996,1.0,0.5906666666666667,0.59,0.008,0.008,2.068644547780355,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
