variant,seeds,P_BIO_mean,P_BIO_std,hidden_conflict_mean,hidden_conflict_std,unconstrained_legal_mean,unconstrained_legal_std,B7_legal_mean,B7_legal_std,token_acc_mean,token_acc_std,B7_token_acc_mean,B7_token_acc_std,span_F1_mean,span_F1_std,B7_span_F1_mean,B7_span_F1_std
B0_unconstrained,3,0.9837097079160934,0.0010616141001543377,0.013333333333333334,0.0035118845842842467,0.991,0.0020000000000000018,1.0,0.0,0.8730562991061156,0.011572425680873143,0.8731938024829975,0.011659253779337438,0.7973284945468453,0.022115214122532926,0.7974100109843626,0.02220419449094488
B4_semi_event_0.1,3,0.9884633701607333,0.0062556953984955815,0.012333333333333333,0.008144527815247077,0.99,0.005567764362830027,1.0,0.0,0.8696851459661183,0.0013412580531313213,0.8697153588302571,0.001375259056764772,0.7918435865023482,0.006097892670025156,0.7917987555153365,0.005959032696429813
