variant,seeds,mean_p_event_mean,mean_p_event_std,hidden_conflict_rate_mean,hidden_conflict_rate_std,unconstrained_legal_rate_mean,unconstrained_legal_rate_std,b7_legal_rate_mean,b7_legal_rate_std,token_accuracy_mean,token_accuracy_std,span_f1_mean,span_f1_std
B0_unconstrained,3,0.3487091830621163,0.04132488653136897,0.9888888888888889,0.01924500897298752,0.7777777777777778,0.01924500897298752,1.0,0.0,0.8341926833934608,0.0027133489203604606,0.689406713123029,0.006973228937247796
B4_semi_event_0.1,3,0.5187440496351984,0.13597363035651364,0.7222222222222222,0.18358568490953675,0.7555555555555555,0.19531550923607718,1.0,0.0,0.8190972498350523,0.03535971087652965,0.6647379731358074,0.05353300158801787
